method,setting,seed,n_classes_failed,RR_macro,RR_median_class,RR_p10_class,RR_iqr_class,repair_conc20,repair_spread,repair_spread_z,n_repaired,cov0.3,cov0.5,cov0.7,n_classes_est,Reg_overall,Reg_macro,Reg_max_class,n_classes_hit,frac_classes_hit,reg_conc20,reg_spread,reg_spread_z,n_regressed
PatchNAS [ungated],tt100k_signs/vgg16,202,103,0.2658775690329088,0.0,0.0,0.5277777777777778,0.8015267175572519,0.6273572575525598,-7.3872749832058,131,0.7142857142857143,0.6190476190476191,0.2857142857142857,21,0.8063113604488078,0.8516257812228621,1.0,115,0.9829059829059829,0.7669159853887633,0.9997174711494577,-0.027211722642945548,5749
PatchNAS [ungated],tt100k_signs/vgg16,303,102,0.24466032333679394,0.0,0.0,0.5,0.825,0.596078431372549,-7.579268487649973,120,0.6521739130434783,0.4782608695652174,0.391304347826087,23,0.7929873772791024,0.8310472265816515,1.0,112,0.9739130434782609,0.7674212946586487,0.9878067603025159,-1.1982419086355323,5654
PatchNAS [ungated],lisa_signs/resnet50,101,13,0.4538461538461539,0.4,0.0,1.0,0.7368421052631579,0.7284079084287202,-2.23978645105814,19,1.0,0.6666666666666666,0.3333333333333333,3,0.7867095391211146,0.8942228094456535,1.0,51,0.9807692307692307,0.6771117166212534,0.9898107714701602,-0.778846888629896,1468
PatchNAS [ungated],lisa_signs/resnet50,202,11,0.3737373737373737,0.0,0.0,0.8333333333333333,0.7333333333333333,0.6357279084551811,-2.4733454514927606,15,1.0,0.5,0.5,2,0.8531618435155413,0.9027645691905952,1.0,50,0.9615384615384616,0.7047738693467337,0.9743264968090807,-1.6320326613592313,1592
PatchNAS [ungated],lisa_signs/resnet50,303,17,0.35294117647058826,0.0,0.0,1.0,0.8125,0.5576208178438662,-3.565368030386279,16,1.0,1.0,1.0,1,0.857449088960343,0.8982190512920536,1.0,52,0.9811320754716981,0.7525,0.9954534577650156,-0.3170632437371102,1600
PatchNAS [ungated],lisa_signs/convnext_tiny,101,6,0.30952380952380953,0.0,0.0,0.6428571428571428,0.8571428571428571,0.4929143561306223,-2.5634897802981556,7,1.0,1.0,1.0,1,0.9262769878883623,0.9135434832851026,1.0,52,0.9811320754716981,0.7396247868106879,0.9869045359650788,-1.3065463878511991,1759
PatchNAS [ungated],lisa_signs/convnext_tiny,202,8,0.35,0.0,0.0,0.8500000000000001,0.8571428571428571,0.5937654626422563,-2.370427837707582,7,1.0,1.0,1.0,1,0.8209583991574513,0.9138811706787006,1.0,52,1.0,0.6978832584990379,1.0149807251256526,0.9681556369669971,1559
PatchNAS [ungated],lisa_signs/convnext_tiny,303,9,0.3333333333333333,0.0,0.0,1.0,0.8571428571428571,0.5452067242162653,-2.9804473387799684,7,,,,0,0.8135860979462876,0.9234817052547943,1.0,53,0.9814814814814815,0.6925566343042071,0.99844581547591,-0.09651309708004398,1545
PatchNAS [ungated],lisa_signs/densenet121,101,10,0.16666666666666666,0.0,0.0,0.25,0.6666666666666666,1.0849909584086799,0.5394464783127572,3,,,,0,0.9292502639915523,0.954118236397367,1.0,52,1.0,0.6829545454545455,1.0020233163117833,0.3425177889601983,1760
PatchNAS [ungated],lisa_signs/densenet121,202,11,0.25757575757575757,0.0,0.0,0.41666666666666663,0.6,0.8933556672250139,-0.8195160890131007,5,,,,0,0.7861668426610349,0.9478023959372999,1.0,53,1.0,0.6406984553391538,1.0199663218667308,1.0990726647618874,1489
PatchNAS [ungated],lisa_signs/densenet121,303,12,0.3333333333333333,0.0,0.0,0.75,0.5,0.9358914365933552,-0.4867130584773987,6,,,,0,0.8727560718057022,0.9073628160340599,1.0,53,1.0,0.7011494252873564,1.0089952881823805,0.708910076676441,1653
PatchNAS [ungated],lisa_signs/vgg16,101,21,0.21825396825396823,0.0,0.0,0.3333333333333333,0.7,0.8557457212713937,-1.1112313206031055,10,1.0,1.0,0.0,1,0.7736051502145923,0.9041069259127379,1.0,51,0.9807692307692307,0.6331484049930652,1.0027033669206193,0.14230617001769616,1442
PatchNAS [ungated],lisa_signs/vgg16,202,18,0.37037037037037035,0.0,0.0,0.9166666666666666,0.6666666666666666,0.8966096945923229,-0.7358851613915895,12,0.5,0.5,0.0,2,0.85568669527897,0.9057701235814951,1.0,52,0.9811320754716981,0.690282131661442,0.9919404835709857,-0.6073049717909382,1595
PatchNAS [ungated],lisa_signs/vgg16,303,17,0.20588235294117646,0.0,0.0,0.3333333333333333,0.8,0.6349206349206349,-2.6362005494340854,10,0.0,0.0,0.0,1,0.9297210300429185,0.9447122905594183,1.0,52,0.9811320754716981,0.7114829774956722,0.9855951478392723,-1.6688189253460193,1733
