setting,seed,lambda,RR_held,Reg,CReg,method
lisa_signs/convnext_tiny,101,1.0,0.2857142857142857,0.000526592943654555,0.0,NN-Patching
lisa_signs/convnext_tiny,101,2.0,0.2857142857142857,0.0,0.0,NN-Patching
lisa_signs/convnext_tiny,101,4.0,0.07142857142857142,0.0,0.0,NN-Patching
lisa_signs/convnext_tiny,202,0.5,0.5,0.004739336492890996,0.010582010582010581,NN-Patching
lisa_signs/convnext_tiny,202,1.0,0.5,0.003686150605581885,0.007936507936507936,NN-Patching
lisa_signs/convnext_tiny,202,2.0,0.5,0.00315955766192733,0.006613756613756613,NN-Patching
lisa_signs/convnext_tiny,202,4.0,0.5,0.0026329647182727752,0.005291005291005291,NN-Patching
lisa_signs/convnext_tiny,303,0.5,0.35714285714285715,0.001579778830963665,0.0027247956403269754,NN-Patching
lisa_signs/convnext_tiny,303,1.0,0.35714285714285715,0.001579778830963665,0.0027247956403269754,NN-Patching
lisa_signs/convnext_tiny,303,2.0,0.35714285714285715,0.001579778830963665,0.0027247956403269754,NN-Patching
lisa_signs/convnext_tiny,303,4.0,0.35714285714285715,0.00105318588730911,0.0013623978201634877,NN-Patching
lisa_signs/densenet121,101,0.5,0.35294117647058826,0.0021119324181626186,0.004010695187165776,NN-Patching
lisa_signs/densenet121,101,1.0,0.35294117647058826,0.0015839493136219642,0.004010695187165776,NN-Patching
lisa_signs/densenet121,101,2.0,0.29411764705882354,0.0010559662090813093,0.00267379679144385,NN-Patching
lisa_signs/densenet121,101,4.0,0.29411764705882354,0.0005279831045406547,0.001336898395721925,NN-Patching
lisa_signs/densenet121,202,0.5,0.29411764705882354,0.0010559662090813093,0.0027624309392265192,NN-Patching
lisa_signs/densenet121,202,1.0,0.29411764705882354,0.0005279831045406547,0.0013812154696132596,NN-Patching
lisa_signs/densenet121,202,2.0,0.29411764705882354,0.0005279831045406547,0.0013812154696132596,NN-Patching
lisa_signs/densenet121,202,4.0,0.23529411764705882,0.0005279831045406547,0.0013812154696132596,NN-Patching
lisa_signs/densenet121,303,0.5,0.11764705882352941,0.0021119324181626186,0.0027210884353741495,NN-Patching
lisa_signs/densenet121,303,1.0,0.11764705882352941,0.0015839493136219642,0.0013605442176870747,NN-Patching
lisa_signs/densenet121,303,2.0,0.11764705882352941,0.0010559662090813093,0.0013605442176870747,NN-Patching
lisa_signs/densenet121,303,4.0,0.11764705882352941,0.0005279831045406547,0.0013605442176870747,NN-Patching
lisa_signs/vgg16,101,0.5,0.05555555555555555,0.006437768240343348,0.006915629322268326,NN-Patching
lisa_signs/vgg16,101,1.0,0.05555555555555555,0.004291845493562232,0.004149377593360996,NN-Patching
lisa_signs/vgg16,101,2.0,0.05555555555555555,0.003218884120171674,0.004149377593360996,NN-Patching
lisa_signs/vgg16,101,4.0,0.05555555555555555,0.002145922746781116,0.004149377593360996,NN-Patching
lisa_signs/vgg16,202,0.5,0.027777777777777776,0.0,0.0,NN-Patching
