method,setting,seed,n_classes_failed,RR_macro,RR_median_class,RR_p10_class,RR_iqr_class,repair_conc20,repair_spread,repair_spread_z,n_repaired,cov0.3,cov0.5,cov0.7,n_classes_est,Reg_overall,Reg_macro,Reg_max_class,n_classes_hit,frac_classes_hit,reg_conc20,reg_spread,reg_spread_z,n_regressed
LastDelta [internal],gtsrb/convnext_tiny,303,25,0.6209090909090909,0.9166666666666666,0.0,1.0,0.6979166666666666,0.7475083056478405,-6.659240905942516,192,1.0,0.9090909090909091,0.8181818181818182,11,0.0017423388336578866,0.001652151382342856,0.024725274725274724,6,0.13953488372093023,1.0,0.46448616218308497,-4.739021203448062,17
LastDelta [internal],gtsrb/densenet121,101,22,0.4105699855699856,0.2857142857142857,0.0,0.75,0.6363636363636364,0.7591240875912408,-2.4922878993619406,44,0.7142857142857143,0.7142857142857143,0.2857142857142857,7,0.001704773365423185,0.003711150205554202,0.08823529411764706,7,0.16279069767441862,1.0,0.5414813382324501,-4.054567498881662,17
LastDelta [internal],gtsrb/densenet121,202,23,0.43297101449275366,0.5,0.0,0.85,0.675,0.7494955318535601,-2.935425548088388,40,0.8333333333333334,0.6666666666666666,0.3333333333333333,6,0.0015042117930204573,0.0024251632213812767,0.061946902654867256,3,0.06976744186046512,1.0,0.2554278416347382,-6.8496651634531815,15
LastDelta [internal],gtsrb/densenet121,303,21,0.45714285714285713,0.5,0.0,0.8333333333333334,0.6530612244897959,0.7520971940989297,-2.899658689386391,49,1.0,0.8571428571428571,0.42857142857142855,7,0.0031087043722422786,0.010015946850092423,0.36764705882352944,6,0.13953488372093023,1.0,0.3134386835575291,-6.200814594441701,31
LastDelta [internal],gtsrb/resnet50,101,20,0.41666666666666663,0.41666666666666663,0.0,0.75,0.6,0.7431177166019254,-2.7067699416905406,25,1.0,1.0,0.0,2,0.0033908447192580035,0.006196287084258451,0.15942028985507245,10,0.23255813953488372,0.9705882352941176,0.4954173891503592,-4.93419981754072,34
LastDelta [internal],gtsrb/resnet50,202,20,0.4076190476190476,0.14285714285714285,0.0,1.0,0.6086956521739131,0.7404664938911514,-2.3418897008750035,23,0.75,0.5,0.25,4,0.0025929989029620025,0.003963714195726517,0.049586776859504134,11,0.2558139534883721,0.9230769230769231,0.64065230052417,-3.429842656494791,26
LastDelta [internal],gtsrb/resnet50,303,20,0.3639285714285715,0.16666666666666666,0.0,0.6875,0.6,0.7832386919913844,-1.9576798249649794,20,0.6666666666666666,0.3333333333333333,0.0,3,0.004188690535554004,0.007623423362886218,0.06382978723404255,14,0.32558139534883723,0.8809523809523809,0.6233303650934995,-4.2629520888561485,42
LastDelta [internal],gtsrb/vgg16,101,29,0.35825542676722344,0.3333333333333333,0.0,0.6,0.5977011494252874,0.7894996545939011,-3.5534654317008294,87,0.7058823529411765,0.5882352941176471,0.23529411764705882,17,0.006019793898581777,0.015258448955554456,0.4666666666666667,13,0.3023255813953488,0.9322033898305084,0.4963726613211149,-5.559465364302838,59
LastDelta [internal],gtsrb/vgg16,202,29,0.33538157245053796,0.2857142857142857,0.0,0.6666666666666666,0.5795454545454546,0.6711409395973155,-5.63391109360938,88,0.6842105263157895,0.5263157894736842,0.2631578947368421,19,0.008366493214978064,0.017376093393442742,0.5,19,0.4418604651162791,0.8658536585365854,0.6393001345895021,-4.8618905033006685,82
LastDelta [internal],gtsrb/vgg16,303,30,0.2899950485244603,0.20833333333333331,0.0,0.5803571428571429,0.6470588235294118,0.6762132060461415,-5.281484734133455,85,0.6470588235294118,0.47058823529411764,0.17647058823529413,17,0.004693398632792572,0.005469144257347487,0.07462686567164178,14,0.32558139534883723,0.8913043478260869,0.5984184654840778,-4.185291222234926,46
LastDelta [internal],lisa_signs/convnext_tiny,101,6,0.047619047619047616,0.0,0.0,0.0,1.0,0.5961251862891207,-1.4494051172113511,2,0.0,0.0,0.0,1,0.00105318588730911,0.0009425621006622959,0.038461538461538464,2,0.03773584905660377,1.0,1.0389610389610389,0.28474739872574956,2
LastDelta [internal],lisa_signs/convnext_tiny,202,8,0.175,0.0,0.0,0.1,1.0,0.5952380952380952,-2.0493458339083013,4,1.0,0.0,0.0,1,0.00105318588730911,0.000884453099642973,0.03333333333333333,2,0.038461538461538464,1.0,1.0430247718383312,0.2998637292684632,2
LastDelta [internal],lisa_signs/convnext_tiny,303,9,0.16666666666666666,0.0,0.0,0.0,1.0,0.5734767025089607,-2.445951450046889,4,,,,0,0.000526592943654555,0.0005005005005005005,0.02702702702702703,1,0.018518518518518517,1.0,1.0,0.0,1
LastDelta [internal],lisa_signs/densenet121,101,10,0.13333333333333333,0.0,0.0,0.0,1.0,0.554016620498615,-2.925339257625011,4,,,,0,0.0026399155227032735,0.002822820451098028,0.09090909090909091,4,0.07692307692307693,1.0,0.9158557527189468,-0.5263748010720117,5
LastDelta [internal],lisa_signs/densenet121,202,11,0.2424242424242424,0.0,0.0,0.5,0.6666666666666666,0.7615421227986673,-1.9355463046913768,6,,,,0,0.0005279831045406547,0.0004014452027298274,0.02127659574468085,1,0.018867924528301886,1.0,1.0,0.0,1
LastDelta [internal],lisa_signs/densenet121,303,12,0.4166666666666667,0.16666666666666666,0.0,1.0,0.42857142857142855,0.9970918155380141,-0.022185806791804725,7,,,,0,0.0026399155227032735,0.002572083533474414,0.045454545454545456,5,0.09433962264150944,1.0,1.1383039271485487,0.8923757653673032,5
LastDelta [internal],lisa_signs/resnet50,101,13,0.5273504273504274,0.6666666666666666,0.0,1.0,0.6666666666666666,0.7332722273143905,-2.7535048356477487,24,1.0,1.0,0.6666666666666666,3,0.003215434083601286,0.004058945581175698,0.08333333333333333,6,0.11538461538461539,1.0,1.1793611793611793,1.0830574441139835,6
LastDelta [internal],lisa_signs/resnet50,202,11,0.4664502164502164,0.5,0.0,0.5238095238095238,0.55,0.8956059333893088,-0.8839185192113403,20,1.0,1.0,0.5,2,0.003215434083601286,0.011828080815653914,0.3333333333333333,5,0.09615384615384616,1.0,0.997506234413965,-0.014507997924892397,6
LastDelta [internal],lisa_signs/resnet50,303,17,0.5448179271708684,0.5,0.0,1.0,0.4117647058823529,1.073345259391771,0.6427469312229047,17,1.0,0.0,0.0,1,0.0026795284030010718,0.004795243356564112,0.125,5,0.09433962264150944,1.0,1.1474469305794608,0.9276648518549522,5
LastDelta [internal],lisa_signs/vgg16,101,21,0.5753968253968254,0.6666666666666666,0.0,1.0,0.5,1.0062893081761006,0.06390362774890006,20,1.0,1.0,0.0,1,0.0101931330472103,0.030146393177811367,1.0,12,0.23076923076923078,0.8947368421052632,1.0156580617858655,0.10852773441135255,19
LastDelta [internal],lisa_signs/vgg16,202,18,0.4166666666666667,0.0,0.0,1.0,0.7142857142857143,0.7970112079701122,-1.6657821848027627,14,0.5,0.5,0.0,2,0.0075107296137339056,0.025564379145434208,1.0,6,0.11320754716981132,1.0,0.6214396685655101,-2.420065489630598,14
LastDelta [internal],lisa_signs/vgg16,303,17,0.3235294117647059,0.3333333333333333,0.0,0.5,0.5384615384615384,0.9338521400778211,-0.5247146845274867,13,1.0,0.0,0.0,1,0.009120171673819743,0.012333086611820358,0.16666666666666666,13,0.24528301886792453,0.8823529411764706,1.1828935395814377,1.205539571808563,17
LastDelta [internal],tt100k_signs/convnext_tiny,101,87,0.22123164608172102,0.0,0.0,0.3333333333333333,0.8987341772151899,0.5254584625085387,-7.097529186606008,79,0.6363636363636364,0.6363636363636364,0.5454545454545454,11,0.019983575143717493,0.06883141559542172,1.0,24,0.20168067226890757,1.0,0.5090407762871838,-6.658361981588298,146
LastDelta [internal],tt100k_signs/convnext_tiny,202,85,0.32378366731307906,0.0,0.0,1.0,0.8252427184466019,0.6060606060606061,-6.88274660090002,103,0.7777777777777778,0.6666666666666666,0.6666666666666666,9,0.017109225294278677,0.05402065328636794,1.0,26,0.21666666666666667,0.984,0.5926263604763804,-5.25179426494074,125
LastDelta [internal],tt100k_signs/convnext_tiny,303,84,0.35651154401154406,0.0,0.0,1.0,0.7982456140350878,0.6264137811031842,-6.817041064523668,114,0.7777777777777778,0.6666666666666666,0.6666666666666666,9,0.017246099096632904,0.07588590969311411,1.0,25,0.211864406779661,0.9920634920634921,0.5688929343497554,-5.402508570995414,126
LastDelta [internal],tt100k_signs/densenet121,101,92,0.29943922072466495,0.0,0.0,0.7833333333333333,0.8827586206896552,0.5462897818979432,-7.546112192449428,145,0.5789473684210527,0.5789473684210527,0.47368421052631576,19,0.018308874912648498,0.09921429717974013,1.0,31,0.2767857142857143,0.9312977099236641,0.7070361500741248,-3.785977714636958,131
LastDelta [internal],tt100k_signs/densenet121,202,82,0.29072844499673767,0.0,0.0,0.6053571428571428,0.8819444444444444,0.5571280945320574,-7.530021898069012,144,0.6,0.6,0.5,20,0.017330538085255066,0.0961114309957604,1.0,33,0.2972972972972973,0.9112903225806451,0.7702631732508607,-2.890144821141102,124
LastDelta [internal],tt100k_signs/densenet121,303,86,0.32722663969603993,0.0,0.0,0.8571428571428571,0.8223684210526315,0.5537459283387622,-8.453811005341965,152,0.6666666666666666,0.6666666666666666,0.5,18,0.018029350104821804,0.08126535628182904,1.0,34,0.3008849557522124,0.9147286821705426,0.7898251931006447,-2.7297554569776206,129
LastDelta [internal],tt100k_signs/resnet50,101,91,0.265485796255027,0.0,0.0,0.5,0.8021978021978022,0.7125538126577268,-4.229546528032002,91,0.5,0.4375,0.3125,16,0.023336095001380834,0.1136029319177609,1.0,42,0.358974358974359,0.8875739644970414,0.84,-2.250175801852048,169
LastDelta [internal],tt100k_signs/resnet50,202,92,0.26256901311249137,0.0,0.0,0.5,0.8653846153846154,0.5901881224640354,-6.83721437273474,104,0.6923076923076923,0.6153846153846154,0.5384615384615384,13,0.02016017674675504,0.08735304173910619,1.0,37,0.3162393162393162,0.9041095890410958,0.7936507936507937,-2.773520807255503,146
LastDelta [internal],tt100k_signs/resnet50,303,89,0.3195362414628773,0.0,0.0,0.75,0.797752808988764,0.7256601491634751,-4.3930891322273125,89,0.5,0.42857142857142855,0.21428571428571427,14,0.016570008285004142,0.085332304035166,1.0,37,0.31896551724137934,0.8833333333333333,0.8600151083735255,-1.7149843477515525,120
LastDelta [internal],tt100k_signs/vgg16,101,100,0.23564285714285713,0.0,0.0,0.5,0.7790697674418605,0.7592349248065411,-3.951168307425968,86,0.42857142857142855,0.38095238095238093,0.19047619047619047,21,0.01514726507713885,0.05076953118720615,1.0,24,0.20869565217391303,0.9907407407407407,0.5986530306809678,-4.785025631791157,108
LastDelta [internal],tt100k_signs/vgg16,202,103,0.2290351503943737,0.0,0.0,0.3484848484848485,0.8144329896907216,0.6957452502006958,-5.308481672663314,97,0.47619047619047616,0.42857142857142855,0.19047619047619047,21,0.017391304347826087,0.05740901228705012,1.0,30,0.2564102564102564,0.9435483870967742,0.7029053420805998,-3.723361386964035,124
LastDelta [internal],tt100k_signs/vgg16,303,102,0.19451706608569355,0.0,0.0,0.3333333333333333,0.8536585365853658,0.6306972160630697,-5.723250309471911,82,0.43478260869565216,0.30434782608695654,0.21739130434782608,23,0.01767180925666199,0.0539917338073862,1.0,31,0.26956521739130435,0.9365079365079365,0.7141211702372726,-3.4958578670774165,126
NN-Patching [matched],gtsrb/convnext_tiny,101,25,0.7055772946859904,1.0,0.0,0.75,0.6414141414141414,0.8166598611678236,-6.620863529550336,198,1.0,1.0,1.0,12,0.015681049502920978,0.022979188387384653,0.2440944881889764,18,0.4186046511627907,0.8235294117647058,0.5111095336125505,-8.031897876414977,153
NN-Patching [matched],gtsrb/convnext_tiny,202,23,0.8125541125541126,1.0,0.10000000000000009,0.2056277056277056,0.6456310679611651,0.8787346221441125,-5.548929849414822,206,1.0,1.0,0.8461538461538461,13,0.015988521061801785,0.023348282874546853,0.31746031746031744,17,0.3953488372093023,0.9294871794871795,0.4793458339207669,-8.86984707049743,156
NN-Patching [matched],gtsrb/convnext_tiny,303,25,0.6705627705627706,1.0,0.0,1.0,0.678391959798995,0.739447468419431,-8.15292146214971,199,1.0,0.9090909090909091,0.9090909090909091,11,0.017115916777698064,0.03716555894425204,0.39622641509433965,16,0.37209302325581395,0.9401197604790419,0.4451554566321207,-10.526431030830663,167
NN-Patching [matched],gtsrb/densenet121,101,22,0.33001443001443,0.0,0.0,0.5674603174603174,0.7714285714285715,0.651890482398957,-3.337891182045062,35,0.7142857142857143,0.5714285714285714,0.2857142857142857,7,0.0019053349378259125,0.002716519158528578,0.09090909090909091,6,0.13953488372093023,1.0,0.42796005706134094,-5.444832602100523,19
NN-Patching [matched],gtsrb/densenet121,202,23,0.1471014492753623,0.0,0.0,0.275,0.85,0.6669445602334306,-2.5814652988922906,20,0.5,0.16666666666666666,0.0,6,0.0007019655034095467,0.0008317297953195925,0.01694915254237288,4,0.09302325581395349,1.0,0.6430868167202572,-2.8741627065683595,7
NN-Patching [matched],gtsrb/densenet121,303,21,0.4309523809523809,0.3333333333333333,0.0,1.0,0.64,0.6320930900732653,-4.4441516706297595,50,1.0,1.0,0.5714285714285714,7,0.003309265944645006,0.008099665114298903,0.25333333333333335,8,0.18604651162790697,1.0,0.40665904180963275,-5.948668534912072,33
NN-Patching [matched],gtsrb/resnet50,101,20,0.4541666666666666,0.41666666666666663,0.0,1.0,0.6153846153846154,0.7960199004975125,-2.1967788510849604,26,1.0,1.0,0.5,2,0.0025929989029620025,0.00649494329219513,0.20454545454545456,11,0.2558139534883721,0.9230769230769231,0.6340971321516069,-3.586820141644113,26
NN-Patching [matched],gtsrb/resnet50,202,20,0.6097619047619047,0.8333333333333333,0.0,1.0,0.5483870967741935,0.8758210822646231,-1.4634508948694613,31,1.0,0.75,0.5,4,0.004388151989628004,0.00557313999977544,0.05333333333333334,15,0.3488372093023256,0.8636363636363636,0.6463427771194658,-3.893159388527885,44
NN-Patching [matched],gtsrb/resnet50,303,20,0.4269047619047619,0.25,0.0,1.0,0.6521739130434783,0.7218913553510197,-2.617815968269632,23,0.6666666666666666,0.6666666666666666,0.3333333333333333,3,0.002194075994814002,0.002531380412739005,0.022556390977443608,12,0.27906976744186046,0.8636363636363636,0.7730713480431631,-2.066882454672255,22
NN-Patching [matched],gtsrb/vgg16,101,29,0.3888820495898536,0.3333333333333333,0.0,0.7142857142857143,0.5876288659793815,0.7741436036384749,-4.159615051630256,97,0.7058823529411765,0.5882352941176471,0.4117647058823529,17,0.0071421283542495665,0.012942281360093016,0.20833333333333334,22,0.5116279069767442,0.7,0.7783477799398549,-2.6474988898329537,70
NN-Patching [matched],gtsrb/vgg16,202,29,0.35196240541068136,0.3333333333333333,0.0,0.5714285714285714,0.5652173913043478,0.7818608287724785,-4.087500775356294,92,0.7368421052631579,0.5263157894736842,0.3157894736842105,19,0.016732986429956128,0.022301947030166903,0.16176470588235295,31,0.7209302325581395,0.6280487804878049,0.8573008849557523,-2.6385665161445573,164
NN-Patching [matched],gtsrb/vgg16,303,30,0.46540842599666127,0.5277777777777778,0.0,0.6944444444444444,0.5630252100840336,0.8083777328679037,-3.804669408493556,119,0.9411764705882353,0.8235294117647058,0.5294117647058824,17,0.01122334455667789,0.016607115743059453,0.20833333333333334,23,0.5348837209302325,0.7454545454545455,0.7048188155979468,-4.151922781077906,110
NN-Patching [matched],lisa_signs/convnext_tiny,101,6,0.047619047619047616,0.0,0.0,0.0,1.0,0.5961251862891207,-1.4494051172113511,2,0.0,0.0,0.0,1,0.02738283307003686,0.06793637242614466,1.0,12,0.22641509433962265,0.9807692307692307,0.5652378709373528,-3.767472470978363,52
NN-Patching [matched],lisa_signs/convnext_tiny,202,8,0.0875,0.0,0.0,0.05,1.0,1.0610079575596818,0.36047677154687613,2,0.0,0.0,0.0,1,0.028962611901000527,0.046921637148487585,0.7777777777777778,10,0.19230769230769232,1.0,0.46098882102109023,-4.853814762098499,55
NN-Patching [matched],lisa_signs/convnext_tiny,303,9,0.3055555555555556,0.0,0.0,0.75,0.8333333333333334,0.6147540983606558,-2.456729355399788,6,,,,0,0.05055292259083728,0.11897856099610486,1.0,18,0.3333333333333333,0.90625,0.6271230729030572,-4.133504703414426,96
NN-Patching [matched],lisa_signs/densenet121,101,10,0.1,0.0,0.0,0.0,1.0,1.0,0.0,1,,,,0,0.005279831045406547,0.012778077749829161,0.3333333333333333,7,0.1346153846153846,1.0,0.9153318077803204,-0.5446672166470502,10
NN-Patching [matched],lisa_signs/densenet121,202,11,0.045454545454545456,0.0,0.0,0.0,1.0,1.0,0.0,1,,,,0,0.0,0.0,0.0,0,0.0,,,,0
NN-Patching [matched],lisa_signs/densenet121,303,12,0.08333333333333333,0.0,0.0,0.0,1.0,1.0,0.0,1,,,,0,0.0005279831045406547,0.0007861635220125786,0.041666666666666664,1,0.018867924528301886,1.0,1.0,0.0,1
NN-Patching [matched],lisa_signs/resnet50,101,13,0.15384615384615385,0.0,0.0,0.0,1.0,1.0554089709762533,0.3425177889602085,2,0.0,0.0,0.0,3,0.0010718113612004287,0.00016232060289437337,0.00546448087431694,2,0.038461538461538464,1.0,1.0376134889753568,0.279583826254247,2
NN-Patching [matched],lisa_signs/resnet50,202,11,0.09090909090909091,0.0,0.0,0.0,1.0,1.0,0.0,1,0.0,0.0,0.0,2,0.0,0.0,0.0,0,0.0,,,,0
NN-Patching [matched],lisa_signs/resnet50,303,17,0.023109243697478993,0.0,0.0,0.0,1.0,1.0282776349614395,0.2412489548185817,2,0.0,0.0,0.0,1,0.0005359056806002144,0.00016998130205677376,0.009009009009009009,1,0.018867924528301886,1.0,1.0,0.0,1
NN-Patching [matched],lisa_signs/vgg16,101,21,0.015873015873015872,0.0,0.0,0.0,1.0,1.0,0.0,1,0.0,0.0,0.0,1,0.003218884120171674,0.004335463387187525,0.09090909090909091,4,0.07692307692307693,1.0,0.7944389275074478,-1.1960922650953036,6
NN-Patching [matched],lisa_signs/vgg16,202,18,0.0,0.0,0.0,0.0,,,,0,0.0,0.0,0.0,2,0.0,0.0,0.0,0,0.0,,,,0
NN-Patching [matched],lisa_signs/vgg16,303,17,0.0,0.0,0.0,0.0,,,,0,0.0,0.0,0.0,1,0.002145922746781116,0.006074899942824471,0.25,3,0.05660377358490566,1.0,0.8368200836820083,-1.0065656712047073,4
NN-Patching [matched],tt100k_signs/convnext_tiny,101,87,0.3151370743199829,0.0,0.0,1.0,0.8316831683168316,0.5732712289501971,-7.426509180603512,101,0.8181818181818182,0.7272727272727273,0.7272727272727273,11,0.1205858198740761,0.21707260781492943,1.0,69,0.5798319327731093,0.8706015891032917,0.7873566497404004,-5.777975146313198,881
NN-Patching [matched],tt100k_signs/convnext_tiny,202,85,0.4150168785462903,0.0,0.0,1.0,0.7703703703703704,0.6174507004206383,-8.586527467202547,135,1.0,0.8888888888888888,0.7777777777777778,9,0.09991787571858746,0.2684861196287197,1.0,77,0.6416666666666667,0.7849315068493151,0.9245362310139882,-1.8827346462824748,730
NN-Patching [matched],tt100k_signs/convnext_tiny,303,84,0.4084415584415585,0.0,0.0,1.0,0.7878787878787878,0.6160650817470974,-8.380050557177114,132,1.0,0.8888888888888888,0.8888888888888888,9,0.09813851628798248,0.2613536461065748,1.0,69,0.5847457627118644,0.8535564853556485,0.8315006176000964,-4.055507018426896,717
NN-Patching [matched],tt100k_signs/densenet121,101,92,0.3094758575807725,0.0,0.0,0.7418478260869565,0.7803030303030303,0.6838206285889624,-5.367565837758757,132,0.5789473684210527,0.47368421052631576,0.42105263157894735,19,0.012299091544374563,0.07811265888779927,1.0,34,0.30357142857142855,0.8636363636363636,0.9423503325942351,-0.6949335227747041,88
NN-Patching [matched],tt100k_signs/densenet121,202,82,0.2826031353470378,0.0,0.0,0.575,0.8450704225352113,0.6132756132756133,-6.4246928549335465,142,0.65,0.55,0.45,20,0.014814814814814815,0.06006808585709819,1.0,26,0.23423423423423423,0.9622641509433962,0.6580196140461879,-4.354377595176151,106
NN-Patching [matched],tt100k_signs/densenet121,303,86,0.31165592873059217,0.0,0.0,0.6666666666666666,0.7769230769230769,0.6544618377995932,-6.264637776810874,130,0.6666666666666666,0.5,0.3333333333333333,18,0.018588399720475192,0.10355409961378455,1.0,33,0.2920353982300885,0.924812030075188,0.7550623498455554,-3.096987974604448,133
NN-Patching [matched],tt100k_signs/resnet50,101,91,0.2716640502354788,0.0,0.0,0.6190476190476191,0.8290598290598291,0.5240469951821486,-8.117178932191242,117,0.75,0.625,0.5625,16,0.059375863021264845,0.20134745256213776,1.0,71,0.6068376068376068,0.7790697674418605,0.993250096177386,-0.13213132640785633,430
NN-Patching [matched],tt100k_signs/resnet50,202,92,0.2980331262939958,0.0,0.0,0.5714285714285714,0.8359375,0.5834683954619124,-7.33687030358795,128,1.0,0.7692307692307693,0.6153846153846154,13,0.053714443523888426,0.26113572386663136,1.0,76,0.6495726495726496,0.7095115681233933,1.099735918677423,1.9002720071142492,389
NN-Patching [matched],tt100k_signs/resnet50,303,89,0.29981987609218275,0.0,0.0,0.75,0.819672131147541,0.5316276944802093,-8.513741964618463,122,0.7857142857142857,0.7142857142857143,0.6428571428571429,14,0.06904170118751726,0.22937182923616223,1.0,72,0.6206896551724138,0.734,0.9615705652565858,-0.8154309027631131,500
NN-Patching [matched],tt100k_signs/vgg16,101,100,0.30618542568542567,0.0,0.0,0.6666666666666666,0.7419354838709677,0.7295587721681089,-5.098093076579076,124,0.6190476190476191,0.5238095238095238,0.3333333333333333,21,0.05287517531556802,0.1635871576737039,1.0,69,0.6,0.7055702917771883,1.0224115576958697,0.4200603982454779,377
NN-Patching [matched],tt100k_signs/vgg16,202,103,0.30171630778426894,0.0,0.0,0.6388888888888888,0.762589928057554,0.6351726875744343,-7.404879236830894,139,0.7619047619047619,0.6190476190476191,0.3333333333333333,21,0.048106591865357644,0.18794358624847923,1.0,75,0.6410256410256411,0.6676384839650146,1.1502626433035543,2.732992673615675,343
NN-Patching [matched],tt100k_signs/vgg16,303,102,0.2730128078167294,0.0,0.0,0.5863636363636363,0.7874015748031497,0.5909314746770711,-7.672192501916361,127,0.6956521739130435,0.6086956521739131,0.30434782608695654,23,0.054137447405329595,0.20764937834021255,1.0,70,0.6086956521739131,0.727979274611399,1.0202966148015886,0.4053132827539028,386
NN-Patching [tau],gtsrb/convnext_tiny,101,25,0.6199181100506658,0.8333333333333334,0.0,0.75,0.6775956284153005,0.7905138339920948,-5.705496905402912,183,1.0,1.0,0.8333333333333334,12,0.003792149226196577,0.0030205866110857675,0.0603448275862069,9,0.20930232558139536,1.0,0.430416068866571,-5.942459785344002,37
NN-Patching [tau],gtsrb/convnext_tiny,202,23,0.7310203727291694,0.9767441860465116,0.0,0.4772727272727273,0.6700507614213198,0.8400574776168895,-5.977960979889958,197,1.0,0.9230769230769231,0.8461538461538461,13,0.0049195449420928565,0.004763571088306554,0.07458563535911603,8,0.18604651162790697,1.0,0.3343782654127482,-6.888600187015171,48
NN-Patching [tau],gtsrb/convnext_tiny,303,25,0.6096969696969697,0.9166666666666666,0.0,1.0,0.689119170984456,0.7083333333333334,-7.462025072446365,193,0.9090909090909091,0.9090909090909091,0.9090909090909091,11,0.005022035461719791,0.0055404116617254326,0.09448818897637795,6,0.13953488372093023,1.0,0.2490143183233036,-8.458955998984033,49
NN-Patching [tau],gtsrb/densenet121,101,22,0.63510101010101,0.8194444444444444,0.0,0.7023809523809523,0.5806451612903226,0.8623969562460368,-2.196630830810096,62,0.8571428571428571,0.8571428571428571,0.7142857142857143,7,0.006417970316887284,0.010446340953803285,0.23376623376623376,17,0.3953488372093023,0.875,0.625229863920559,-4.5553303056232055,64
NN-Patching [tau],gtsrb/densenet121,202,23,0.5768115942028985,0.6666666666666666,0.0,1.0,0.7413793103448276,0.7449714427613607,-3.804460496083454,58,0.8333333333333334,0.8333333333333334,0.6666666666666666,6,0.005415162454873646,0.010683049915738369,0.288135593220339,13,0.3023255813953488,0.9259259259259259,0.5157706804205515,-5.272753180342537,54
NN-Patching [tau],gtsrb/densenet121,303,21,0.5753968253968254,0.6666666666666666,0.0,1.0,0.5862068965517241,0.7586020048767272,-3.5352967819299925,58,1.0,1.0,0.7142857142857143,7,0.007420778178900923,0.01609141383379106,0.32,17,0.3953488372093023,0.8918918918918919,0.5855506759665892,-5.517148680016067,74
NN-Patching [tau],gtsrb/resnet50,101,20,0.5125,0.5,0.0,1.0,0.6071428571428571,0.8216147890662032,-2.180207118062798,28,1.0,1.0,1.0,2,0.011867956517403012,0.02077153148618349,0.5,17,0.3953488372093023,0.865546218487395,0.5015489010178492,-8.18183790600371,119
NN-Patching [tau],gtsrb/resnet50,202,20,0.6240476190476191,0.8571428571428572,0.0,1.0,0.5757575757575758,0.8469449485783423,-1.8334777528328163,33,1.0,1.0,0.75,4,0.007878727435923008,0.011792326475108656,0.11904761904761904,17,0.3953488372093023,0.8607594936708861,0.5726798046151255,-5.786404030974499,79
NN-Patching [tau],gtsrb/resnet50,303,20,0.5019047619047619,0.6190476190476191,0.0,1.0,0.6,0.7525226611937746,-2.535122733370491,25,0.6666666666666666,0.6666666666666666,0.3333333333333333,3,0.005584920714072006,0.007670324807495237,0.10638297872340426,16,0.37209302325581395,0.8571428571428571,0.6197946930079411,-4.293534436123582,56
NN-Patching [tau],gtsrb/vgg16,101,29,0.43492451287369616,0.4,0.0,0.8,0.5462962962962963,0.7534375588623092,-5.218536684659245,108,0.8823529411764706,0.5882352941176471,0.4117647058823529,17,0.019385776961534536,0.03394681626289857,0.4791666666666667,32,0.7441860465116279,0.6210526315789474,0.8636394305377505,-2.6126750603111235,190
NN-Patching [tau],gtsrb/vgg16,202,29,0.36756174859623136,0.3333333333333333,0.0,0.6666666666666666,0.5473684210526316,0.7817844229453729,-4.009868562686316,95,0.7368421052631579,0.5263157894736842,0.3684210526315789,19,0.020202020202020204,0.02682051709501496,0.16176470588235295,34,0.7906976744186046,0.6161616161616161,0.9032943676939426,-1.979781843933341,198
NN-Patching [tau],gtsrb/vgg16,303,30,0.5002905808788162,0.5857142857142856,0.0,0.7286764705882354,0.546875,0.7953004970628106,-4.257887397382505,128,1.0,0.8235294117647058,0.5882352941176471,17,0.027038057341087645,0.0398751433530471,0.4791666666666667,33,0.7674418604651163,0.6226415094339622,0.833175534936565,-4.416356047936476,265
NN-Patching [tau],lisa_signs/convnext_tiny,101,6,0.0,0.0,0.0,0.0,,,,0,0.0,0.0,0.0,1,0.0,0.0,0.0,0,0.0,,,,0
NN-Patching [tau],lisa_signs/convnext_tiny,202,8,0.0,0.0,0.0,0.0,,,,0,0.0,0.0,0.0,1,0.0,0.0,0.0,0,0.0,,,,0
NN-Patching [tau],lisa_signs/convnext_tiny,303,9,0.0,0.0,0.0,0.0,,,,0,,,,0,0.0,0.0,0.0,0,0.0,,,,0
NN-Patching [tau],lisa_signs/densenet121,101,10,0.0,0.0,0.0,0.0,,,,0,,,,0,0.0005279831045406547,0.0008741258741258741,0.045454545454545456,1,0.019230769230769232,1.0,1.0,0.0,1
NN-Patching [tau],lisa_signs/densenet121,202,11,0.045454545454545456,0.0,0.0,0.0,1.0,1.0,0.0,1,,,,0,0.0005279831045406547,0.00024503798088703753,0.012987012987012988,1,0.018867924528301886,1.0,1.0,0.0,1
NN-Patching [tau],lisa_signs/densenet121,303,12,0.08333333333333333,0.0,0.0,0.0,1.0,1.0,0.0,1,,,,0,0.0005279831045406547,0.0007861635220125786,0.041666666666666664,1,0.018867924528301886,1.0,1.0,0.0,1
NN-Patching [tau],lisa_signs/resnet50,101,13,0.15384615384615385,0.0,0.0,0.0,1.0,1.0554089709762533,0.3425177889602085,2,0.0,0.0,0.0,3,0.0010718113612004287,0.00016232060289437337,0.00546448087431694,2,0.038461538461538464,1.0,1.0376134889753568,0.279583826254247,2
