method,setting,seed,n_classes_failed,RR_macro,RR_median_class,RR_p10_class,RR_iqr_class,repair_conc20,repair_spread,repair_spread_z,n_repaired,cov0.3,cov0.5,cov0.7,n_classes_est,Reg_overall,Reg_macro,Reg_max_class,n_classes_hit,frac_classes_hit,reg_conc20,reg_spread,reg_spread_z,n_regressed
NN-Patching [tau],lisa_signs/resnet50,202,11,0.23520923520923517,0.0,0.0,0.23809523809523808,0.4,1.277139208173691,1.3748779692656816,5,0.0,0.0,0.0,2,0.0,0.0,0.0,0,0.0,,,,0
NN-Patching [tau],lisa_signs/resnet50,303,17,0.023109243697478993,0.0,0.0,0.0,1.0,1.0282776349614395,0.2412489548185817,2,0.0,0.0,0.0,1,0.0005359056806002144,0.00016998130205677376,0.009009009009009009,1,0.018867924528301886,1.0,1.0,0.0,1
NN-Patching [tau],lisa_signs/vgg16,101,21,0.015873015873015872,0.0,0.0,0.0,1.0,1.0,0.0,1,0.0,0.0,0.0,1,0.000536480686695279,0.00011052166224580017,0.005747126436781609,1,0.019230769230769232,1.0,1.0,0.0,1
NN-Patching [tau],lisa_signs/vgg16,202,18,0.0,0.0,0.0,0.0,,,,0,0.0,0.0,0.0,2,0.001072961373390558,0.000725689404934688,0.038461538461538464,1,0.018867924528301886,1.0,0.5194805194805194,-3.5118845842842465,2
NN-Patching [tau],lisa_signs/vgg16,303,17,0.0,0.0,0.0,0.0,,,,0,0.0,0.0,0.0,1,0.002145922746781116,0.006074899942824471,0.25,3,0.05660377358490566,1.0,0.8368200836820083,-1.0065656712047073,4
NN-Patching [tau],tt100k_signs/convnext_tiny,101,87,0.22909973584636253,0.0,0.0,0.3333333333333333,0.8648648648648649,0.5951068988318272,-6.013069129286662,74,0.7272727272727273,0.5454545454545454,0.45454545454545453,11,0.012729263618943333,0.036798956717794436,1.0,30,0.25210084033613445,0.9354838709677419,0.7904096956922672,-2.392226968865731,93
NN-Patching [tau],tt100k_signs/convnext_tiny,202,85,0.2862472168354521,0.0,0.0,0.6666666666666666,0.8125,0.5952095233523736,-6.429894745166674,96,0.7777777777777778,0.5555555555555556,0.4444444444444444,9,0.016151108677799068,0.04979947156164553,1.0,35,0.2916666666666667,0.9067796610169492,0.8224167303060566,-2.2027168718818357,118
NN-Patching [tau],tt100k_signs/convnext_tiny,303,84,0.30338915470494415,0.0,0.0,0.5340909090909091,0.8241758241758241,0.6565530962447153,-5.441606623626539,91,0.7777777777777778,0.6666666666666666,0.5555555555555556,9,0.018477963317820967,0.08498849069086102,1.0,34,0.288135593220339,0.9259259259259259,0.7474170147285117,-3.2140771769377605,135
NN-Patching [tau],tt100k_signs/densenet121,101,92,0.33141095986559127,0.0,0.0,0.8423913043478262,0.7763157894736842,0.6253006253006254,-6.871122562857784,152,0.7368421052631579,0.5789473684210527,0.47368421052631576,19,0.021523410202655486,0.12531194174359325,1.0,44,0.39285714285714285,0.8181818181818182,0.9348772973547222,-0.8385223709778429,154
NN-Patching [tau],tt100k_signs/densenet121,202,82,0.32203606014581626,0.0,0.0,0.7767857142857143,0.8193548387096774,0.6240520043336945,-6.9797017839190145,155,0.75,0.6,0.5,20,0.018308874912648498,0.07489891457343593,1.0,36,0.32432432432432434,0.8931297709923665,0.8223872073101085,-2.2057847110401143,131
NN-Patching [tau],tt100k_signs/densenet121,303,86,0.32782870887216053,0.0,0.0,0.7796052631578947,0.7659574468085106,0.6430052032657896,-6.418875217935841,141,0.7222222222222222,0.5555555555555556,0.4444444444444444,18,0.02278127183787561,0.1242717255535931,1.0,38,0.336283185840708,0.9079754601226994,0.7893643539675945,-2.9048122006287707,163
NN-Patching [tau],tt100k_signs/resnet50,101,91,0.23012427133306254,0.0,0.0,0.4,0.8172043010752689,0.5857087075361187,-6.635593069102282,93,0.5625,0.4375,0.375,16,0.01946975973487987,0.08022934493329816,1.0,43,0.36752136752136755,0.8581560283687943,0.9291772459618605,-0.8767163789786553,141
NN-Patching [tau],tt100k_signs/resnet50,202,92,0.24121808143547271,0.0,0.0,0.3571428571428571,0.8645833333333334,0.5835440575763471,-6.59412569398888,96,0.6923076923076923,0.6153846153846154,0.46153846153846156,13,0.018779342723004695,0.10902067807228569,1.0,46,0.39316239316239315,0.8235294117647058,1.016293841480254,0.2192127389867708,136
NN-Patching [tau],tt100k_signs/resnet50,303,89,0.24080139402346934,0.0,0.0,0.4,0.8333333333333334,0.5644307816358414,-6.481569673437983,90,0.6428571428571429,0.42857142857142855,0.35714285714285715,14,0.015603424468378901,0.10236710782977593,1.0,40,0.3448275862068966,0.8495575221238938,0.961596249774626,-0.489848788713945,113
NN-Patching [tau],tt100k_signs/vgg16,101,100,0.2799682539682539,0.0,0.0,0.5,0.75,0.7455246846690651,-4.29219994960323,104,0.5714285714285714,0.38095238095238093,0.2857142857142857,21,0.026928471248246846,0.08535815068697349,1.0,53,0.4608695652173913,0.7864583333333334,1.016396586441653,0.24729192946763787,192
NN-Patching [tau],tt100k_signs/vgg16,202,103,0.2849635980703942,0.0,0.0,0.5857142857142856,0.7637795275590551,0.6528753084076675,-7.019316241684317,127,0.7619047619047619,0.5714285714285714,0.3333333333333333,21,0.02664796633941094,0.12706166120740994,1.0,57,0.48717948717948717,0.7210526315789474,1.0944175106801708,1.4066836452250884,190
NN-Patching [tau],tt100k_signs/vgg16,303,102,0.24822159503532049,0.0,0.0,0.4,0.8141592920353983,0.6016504735964876,-7.777966478184558,113,0.6956521739130435,0.4782608695652174,0.2608695652173913,23,0.030575035063113605,0.14023678940826922,1.0,52,0.45217391304347826,0.7706422018348624,0.9434390166462557,-0.8693767782008511,218
PatchNAS [matched],gtsrb/convnext_tiny,101,25,0.6247852598091198,0.8,0.0,1.0,0.6978021978021978,0.7506255212677231,-6.304874708247993,182,1.0,0.9166666666666666,0.8333333333333334,12,0.0145536537870247,0.025445867000005593,0.2602739726027397,21,0.4883720930232558,0.7676056338028169,0.6082548877624909,-7.330246469940757,142
PatchNAS [matched],gtsrb/convnext_tiny,202,23,0.7107068759992299,0.9444444444444444,0.0,0.55,0.6861702127659575,0.8487826669644851,-4.731721113961364,188,0.9230769230769231,0.7692307692307693,0.6923076923076923,13,0.011376447678589731,0.02476310260576218,0.3055555555555556,19,0.4418604651162791,0.8288288288288288,0.5833589192508444,-6.789159634554615,111
PatchNAS [matched],gtsrb/convnext_tiny,303,25,0.5268831168831168,0.6428571428571429,0.0,1.0,0.6989247311827957,0.6743940990516333,-7.613979090832103,186,0.9090909090909091,0.9090909090909091,0.8181818181818182,11,0.015168596904786308,0.028832103843805214,0.28205128205128205,26,0.6046511627906976,0.6824324324324325,0.7433881343817011,-4.487850627027141,148
PatchNAS [matched],gtsrb/densenet121,101,22,0.451010101010101,0.5,0.0,0.7619047619047619,0.6122448979591837,0.783107257726192,-2.5665339176034805,49,0.8571428571428571,0.7142857142857143,0.7142857142857143,7,0.002807862013638187,0.0038120690452639345,0.05217391304347826,11,0.2558139534883721,0.9285714285714286,0.6106870229007634,-3.5228714775445353,28
PatchNAS [matched],gtsrb/densenet121,202,23,0.2579710144927536,0.0,0.0,0.5,0.8666666666666667,0.6058566139347021,-3.5738610741987498,30,0.6666666666666666,0.5,0.16666666666666666,6,0.00020056157240272763,0.00010559438839937061,0.00273224043715847,2,0.046511627906976744,1.0,1.0178117048346056,0.19044534662682966,2
PatchNAS [matched],gtsrb/densenet121,303,21,0.3637566137566137,0.2,0.0,0.75,0.7317073170731707,0.6859993763642033,-3.217547992346304,41,0.7142857142857143,0.7142857142857143,0.42857142857142855,7,0.0018050541516245488,0.0027966805751264527,0.04,8,0.18604651162790697,1.0,0.5980190618575967,-3.55355687323668,18
PatchNAS [matched],gtsrb/resnet50,101,20,0.4208333333333333,0.375,0.0,0.875,0.6666666666666666,0.7613774009344177,-2.4642332735888655,24,1.0,1.0,0.5,2,0.005983843622220006,0.011930854669748164,0.2222222222222222,9,0.20930232558139536,1.0,0.33345683586513525,-8.135442398221842,60
PatchNAS [matched],gtsrb/resnet50,202,20,0.3902380952380952,0.25,0.0,0.7,0.6818181818181818,0.7551444213705871,-2.1647023851405707,22,1.0,1.0,0.25,4,0.0022938067218510024,0.0031495627344064474,0.0603448275862069,6,0.13953488372093023,1.0,0.3747072599531616,-5.807550730022529,23
PatchNAS [matched],gtsrb/resnet50,303,20,0.45821428571428574,0.35,0.0,1.0,0.6363636363636364,0.814663951120163,-1.827570646162519,22,0.3333333333333333,0.3333333333333333,0.3333333333333333,3,0.002792460357036003,0.0017518624630975409,0.015817223198594025,10,0.23255813953488372,0.9642857142857143,0.5466721333880006,-4.51256600006265,28
PatchNAS [matched],gtsrb/vgg16,101,29,0.3687088874021724,0.4,0.0,0.7142857142857143,0.6464646464646465,0.6178202529201661,-7.424762398664369,99,0.7647058823529411,0.6470588235294118,0.47058823529411764,17,0.009998979695949393,0.00855985234073615,0.045454545454545456,25,0.5813953488372093,0.7244897959183674,0.7953551260637874,-2.8454469208935125,98
PatchNAS [matched],gtsrb/vgg16,202,29,0.34004214176627967,0.16666666666666666,0.0,0.7142857142857143,0.6842105263157895,0.6645167595035669,-6.164746428885858,95,0.5789473684210527,0.5263157894736842,0.42105263157894735,19,0.012549739822467095,0.012696444054772325,0.05217391304347826,29,0.6744186046511628,0.6178861788617886,0.8613648177025321,-2.107069141704299,123
PatchNAS [matched],gtsrb/vgg16,303,30,0.3982289986701752,0.3666666666666667,0.0,0.7944444444444445,0.6491228070175439,0.6685236768802229,-6.3841675368924165,114,0.7058823529411765,0.5882352941176471,0.47058823529411764,17,0.014386287113559841,0.016888819211083407,0.07692307692307693,31,0.7209302325581395,0.6028368794326241,0.8886340834169414,-1.7747730056202873,141
PatchNAS [matched],lisa_signs/convnext_tiny,101,6,0.2380952380952381,0.0,0.0,0.3214285714285714,0.75,0.7104795737122558,-1.1082795144004354,4,1.0,0.0,0.0,1,0.04370721432332807,0.12644980839286077,1.0,30,0.5660377358490566,0.6867469879518072,1.146788990825688,1.5612594258512589,83
PatchNAS [matched],lisa_signs/convnext_tiny,202,8,0.325,0.0,0.0,0.7,0.8333333333333334,0.6504065040650406,-1.8348239699237956,6,1.0,1.0,0.0,1,0.03896787783043707,0.0809565859994311,1.0,22,0.4230769230769231,0.7972972972972973,0.8637612877895564,-1.4033409749432462,74
PatchNAS [matched],lisa_signs/convnext_tiny,303,9,0.2777777777777778,0.0,0.0,0.5,0.8,0.7172743574417214,-1.657141590409788,5,,,,0,0.03475513428120063,0.08408114575353903,1.0,22,0.4074074074074074,0.7878787878787878,0.9161894846434149,-0.7978611601063541,66
PatchNAS [matched],lisa_signs/densenet121,101,10,0.1,0.0,0.0,0.0,1.0,1.0,0.0,1,,,,0,0.0,0.0,0.0,0,0.0,,,,0
PatchNAS [matched],lisa_signs/densenet121,202,11,0.18181818181818182,0.0,0.0,0.25,0.6666666666666666,1.0498687664041995,0.3995599761448561,3,,,,0,0.0005279831045406547,0.00017969451931716085,0.009523809523809525,1,0.018867924528301886,1.0,1.0,0.0,1
PatchNAS [matched],lisa_signs/densenet121,303,12,0.16666666666666666,0.0,0.0,0.0,1.0,1.0296010296010296,0.24699788978791276,2,,,,0,0.0010559662090813093,0.001572327044025157,0.08333333333333333,1,0.018867924528301886,1.0,0.5167958656330749,-3.792705549421862,2
PatchNAS [matched],lisa_signs/resnet50,101,13,0.26324786324786326,0.0,0.0,0.2222222222222222,0.6666666666666666,1.0875475802066341,0.46003943364154043,6,0.0,0.0,0.0,3,0.003215434083601286,0.013675213675213673,0.3333333333333333,4,0.07692307692307693,1.0,0.7862407862407862,-1.2907670909303648,6
PatchNAS [matched],lisa_signs/resnet50,202,11,0.24819624819624816,0.0,0.0,0.30952380952380953,0.5,1.1299435028248588,0.6257489960595849,6,0.0,0.0,0.0,2,0.003215434083601286,0.0029676653270003656,0.07142857142857142,4,0.07692307692307693,1.0,0.798004987531172,-1.1751478319162676,6
PatchNAS [matched],lisa_signs/resnet50,303,17,0.029411764705882353,0.0,0.0,0.0,1.0,1.0,0.0,1,0.0,0.0,0.0,1,0.0005359056806002144,0.00016998130205677376,0.009009009009009009,1,0.018867924528301886,1.0,1.0,0.0,1
PatchNAS [matched],lisa_signs/vgg16,101,21,0.047619047619047616,0.0,0.0,0.0,1.0,1.0,0.0,1,0.0,0.0,0.0,1,0.001609442060085837,0.0016477775098464752,0.045454545454545456,3,0.057692307692307696,1.0,1.0676156583629892,0.4693146639657668,3
PatchNAS [matched],lisa_signs/vgg16,202,18,0.08333333333333333,0.0,0.0,0.0,1.0,1.0282776349614395,0.24124895481858172,2,0.0,0.0,0.0,2,0.000536480686695279,0.0007861635220125786,0.041666666666666664,1,0.018867924528301886,1.0,1.0,0.0,1
PatchNAS [matched],lisa_signs/vgg16,303,17,0.0196078431372549,0.0,0.0,0.0,1.0,1.0,0.0,1,0.0,0.0,0.0,1,0.0,0.0,0.0,0,0.0,,,,0
PatchNAS [matched],tt100k_signs/convnext_tiny,101,87,0.22881297446514837,0.0,0.0,0.3666666666666667,0.8875,0.5406248375526329,-7.229295613600356,80,0.8181818181818182,0.6363636363636364,0.5454545454545454,11,0.11456337257049001,0.28026634204474743,1.0,84,0.7058823529411765,0.6762246117084827,0.9700329118309371,-0.7587857155560087,837
PatchNAS [matched],tt100k_signs/convnext_tiny,202,85,0.323696222078575,0.0,0.0,0.7777777777777778,0.8148148148148148,0.6421404682274248,-6.14374602273536,108,1.0,0.6666666666666666,0.6666666666666666,9,0.09143169997262524,0.29266950252408847,1.0,95,0.7916666666666666,0.6631736526946108,1.1675423234092235,3.791570869918719,668
PatchNAS [matched],tt100k_signs/convnext_tiny,303,84,0.27790498974709504,0.0,0.0,0.5,0.8585858585858586,0.5889337449536927,-6.564026973588995,99,0.8888888888888888,0.8888888888888888,0.8888888888888888,9,0.08650424308787298,0.27899513808134657,1.0,87,0.7372881355932204,0.6787974683544303,1.0829650837119562,1.9445644584016202,632
PatchNAS [matched],tt100k_signs/densenet121,101,92,0.11471518242312193,0.0,0.0,0.0,0.9333333333333333,0.6199802733549388,-4.760302139776095,60,0.42105263157894735,0.21052631578947367,0.10526315789473684,19,0.0068483577917540185,0.04176072755583223,1.0,23,0.20535714285714285,0.9795918367346939,0.8819863867318569,-1.1668173062640466,49
PatchNAS [matched],tt100k_signs/densenet121,202,82,0.1276456267309926,0.0,0.0,0.14047619047619048,0.9204545454545454,0.545088280601967,-6.165694095290618,88,0.45,0.3,0.2,20,0.013696715583508037,0.04240248552187783,0.7837837837837838,31,0.27927927927927926,0.9081632653061225,0.809188201513965,-2.265765495745499,98
PatchNAS [matched],tt100k_signs/densenet121,303,86,0.18693236333230212,0.0,0.0,0.2767857142857143,0.8823529411764706,0.6089309878213802,-5.6938520963393815,85,0.3888888888888889,0.3333333333333333,0.16666666666666666,18,0.01816911250873515,0.07603694224376698,1.0,36,0.3185840707964602,0.9,0.8352668213457076,-1.999801656170485,130
PatchNAS [matched],tt100k_signs/resnet50,101,91,0.1986621437170888,0.0,0.0,0.25,0.8876404494382022,0.5652854186645132,-6.999360796777578,89,0.5,0.4375,0.4375,16,0.07028445180889258,0.23191253567573927,1.0,84,0.717948717948718,0.6640471512770137,1.1127670144063586,2.518993483623268,509
PatchNAS [matched],tt100k_signs/resnet50,202,92,0.224223602484472,0.0,0.0,0.3333333333333333,0.8823529411764706,0.5592059275828324,-7.058721326041126,102,0.7692307692307693,0.6923076923076923,0.46153846153846156,13,0.06393261529964098,0.26181669158293286,1.0,88,0.7521367521367521,0.6393088552915767,1.2055207370115415,4.539444732999209,463
PatchNAS [matched],tt100k_signs/resnet50,303,89,0.1776835193887408,0.0,0.0,0.25,0.8933333333333333,0.5871062436490911,-5.536138831724421,75,0.42857142857142855,0.35714285714285715,0.35714285714285715,14,0.07194145263739299,0.23735383948208763,1.0,85,0.7327586206896551,0.6372360844529751,1.1178327196212519,2.634337179329787,521
PatchNAS [matched],tt100k_signs/vgg16,101,100,0.14446969696969694,0.0,0.0,0.25,0.8450704225352113,0.6825938566552902,-4.927586024138691,71,0.5238095238095238,0.3333333333333333,0.09523809523809523,21,0.05624123422159888,0.176218830323711,1.0,81,0.7043478260869566,0.6458852867830424,1.1678200692041523,3.34967149441942,401
PatchNAS [matched],tt100k_signs/vgg16,202,103,0.16138791988306553,0.0,0.0,0.19090909090909092,0.8928571428571429,0.5886970172684458,-6.433747494828999,84,0.47619047619047616,0.38095238095238093,0.14285714285714285,21,0.05582047685834502,0.22664732917073657,1.0,90,0.7692307692307693,0.6130653266331658,1.3113320948530216,6.034610080020172,398
PatchNAS [matched],tt100k_signs/vgg16,303,102,0.16954809895986367,0.0,0.0,0.24305555555555555,0.8809523809523809,0.584652862362972,-7.063145418433333,84,0.5652173913043478,0.34782608695652173,0.21739130434782608,23,0.07012622720897616,0.20967240822052133,1.0,85,0.7391304347826086,0.652,1.146093170633048,2.7912860969864908,500
PatchNAS [tau],gtsrb/convnext_tiny,101,25,0.5606023918934842,0.6,0.0,1.0,0.7261904761904762,0.7657130702967138,-5.169723753895623,168,0.9166666666666666,0.75,0.6666666666666666,12,0.007071845854258481,0.012644221801523138,0.18421052631578946,19,0.4418604651162791,0.782608695652174,0.6869125090383225,-3.799707771233657,69
PatchNAS [tau],gtsrb/convnext_tiny,202,23,0.6962676670322847,0.896551724137931,0.0,0.55,0.6864864864864865,0.8506827848668009,-4.243074660021335,185,0.9230769230769231,0.7692307692307693,0.6923076923076923,13,0.005739469099108332,0.012450206953736432,0.16666666666666666,15,0.3488372093023256,0.8928571428571429,0.581170089112747,-4.926938732593016,56
PatchNAS [tau],gtsrb/convnext_tiny,303,25,0.5051082251082251,0.5,0.0,1.0,0.6949152542372882,0.6794776515553669,-7.203650519351039,177,0.9090909090909091,0.9090909090909091,0.8181818181818182,11,0.005841959618735267,0.011158679346394678,0.15384615384615385,14,0.32558139534883723,0.9122807017543859,0.5466614603670441,-5.107109494336286,57
PatchNAS [tau],gtsrb/densenet121,101,22,0.47070707070707074,0.5,0.0,0.8666666666666667,0.6415094339622641,0.7564500878022423,-3.1216813092924593,53,0.8571428571428571,0.7142857142857143,0.7142857142857143,7,0.005014039310068191,0.007285431530458612,0.08695652173913043,19,0.4418604651162791,0.8,0.7779711331763742,-2.5001507317319462,50
PatchNAS [tau],gtsrb/densenet121,202,23,0.44347826086956527,0.5,0.0,1.0,0.7959183673469388,0.636604774535809,-4.442529380609823,49,0.8333333333333334,0.8333333333333334,0.6666666666666666,6,0.004612916165262736,0.00751335952050241,0.15625,17,0.3953488372093023,0.8260869565217391,0.7237892496008514,-2.953491627735462,46
PatchNAS [tau],gtsrb/densenet121,303,21,0.5605820105820105,0.6,0.0,1.0,0.6346153846153846,0.7893994925288977,-2.5836926006454948,52,1.0,1.0,0.42857142857142855,7,0.01022864019253911,0.018980206513444307,0.1328125,19,0.4418604651162791,0.8235294117647058,0.5921308920919361,-5.789657655454318,102
PatchNAS [tau],gtsrb/resnet50,101,20,0.4291666666666667,0.375,0.0,0.875,0.68,0.7431177166019254,-2.7067699416905406,25,1.0,1.0,1.0,2,0.0075795352548120075,0.01552739106596398,0.2222222222222222,12,0.27906976744186046,0.9605263157894737,0.41201716738197425,-7.88294209392353,76
PatchNAS [tau],gtsrb/resnet50,202,20,0.4435714285714285,0.25,0.0,1.0,0.7037037037037037,0.6756756756756757,-3.121229226059305,27,1.0,1.0,0.75,4,0.0054851899870350055,0.00822355168935834,0.10344827586206896,13,0.3023255813953488,0.9272727272727272,0.5066744616583845,-5.4493463700846,55
PatchNAS [tau],gtsrb/resnet50,303,20,0.4753571428571429,0.45,0.0,1.0,0.625,0.7741027445460943,-2.2306193658541957,24,0.6666666666666666,0.3333333333333333,0.3333333333333333,3,0.004487882716665005,0.0033310514703186033,0.03125,13,0.3023255813953488,0.9111111111111111,0.5574614065180102,-5.013254096099247,45
PatchNAS [tau],gtsrb/vgg16,101,29,0.3989562564880169,0.4,0.0,0.7368421052631579,0.638095238095238,0.64540622627183,-7.47942327165628,105,0.7647058823529411,0.7058823529411765,0.5294117647058824,17,0.015610651974288337,0.015209062455246284,0.06293706293706294,30,0.6976744186046512,0.6601307189542484,0.8439412054293551,-2.691647328662271,153
PatchNAS [tau],gtsrb/vgg16,202,29,0.39064211650418545,0.3333333333333333,0.0,0.7272727272727273,0.6504854368932039,0.7646721468170522,-4.783008682697213,103,0.631578947368421,0.5789473684210527,0.47368421052631576,19,0.016426895214774,0.016917632115005212,0.07352941176470588,29,0.6744186046511628,0.577639751552795,0.8089824952925588,-3.3595882475632948,161
PatchNAS [tau],gtsrb/vgg16,303,30,0.41252794046911695,0.4222222222222222,0.0,0.8080808080808082,0.635593220338983,0.6618863761720905,-6.756692799166673,118,0.7058823529411765,0.5882352941176471,0.5294117647058824,17,0.01877359453117029,0.024049076632365562,0.18461538461538463,33,0.7674418604651163,0.5978260869565217,0.892012434112718,-1.975406402169279,184
PatchNAS [tau],lisa_signs/convnext_tiny,101,6,0.0,0.0,0.0,0.0,,,,0,0.0,0.0,0.0,1,0.0,0.0,0.0,0,0.0,,,,0
PatchNAS [tau],lisa_signs/convnext_tiny,202,8,0.0,0.0,0.0,0.0,,,,0,0.0,0.0,0.0,1,0.000526592943654555,0.0011312217194570135,0.058823529411764705,1,0.019230769230769232,1.0,1.0,0.0,1
PatchNAS [tau],lisa_signs/convnext_tiny,303,9,0.0,0.0,0.0,0.0,,,,0,,,,0,0.0,0.0,0.0,0,0.0,,,,0
PatchNAS [tau],lisa_signs/densenet121,101,10,0.0,0.0,0.0,0.0,,,,0,,,,0,0.0,0.0,0.0,0,0.0,,,,0
PatchNAS [tau],lisa_signs/densenet121,202,11,0.13636363636363635,0.0,0.0,0.0,1.0,1.0256410256410258,0.22941573387056197,2,,,,0,0.0,0.0,0.0,0,0.0,,,,0
PatchNAS [tau],lisa_signs/densenet121,303,12,0.08333333333333333,0.0,0.0,0.0,1.0,1.0,0.0,1,,,,0,0.0010559662090813093,0.001572327044025157,0.08333333333333333,1,0.018867924528301886,1.0,0.5167958656330749,-3.792705549421862,2
PatchNAS [tau],lisa_signs/resnet50,101,13,0.10085470085470086,0.0,0.0,0.0,1.0,1.1152416356877324,0.6213685177681947,3,0.0,0.0,0.0,3,0.0,0.0,0.0,0,0.0,,,,0
PatchNAS [tau],lisa_signs/resnet50,202,11,0.09090909090909091,0.0,0.0,0.0,1.0,1.0,0.0,1,0.0,0.0,0.0,2,0.0005359056806002144,0.0005656108597285067,0.029411764705882353,1,0.019230769230769232,1.0,1.0,0.0,1
PatchNAS [tau],lisa_signs/resnet50,303,17,0.029411764705882353,0.0,0.0,0.0,1.0,1.0,0.0,1,0.0,0.0,0.0,1,0.0,0.0,0.0,0,0.0,,,,0
PatchNAS [tau],lisa_signs/vgg16,101,21,0.0,0.0,0.0,0.0,,,,0,0.0,0.0,0.0,1,0.0,0.0,0.0,0,0.0,,,,0
PatchNAS [tau],lisa_signs/vgg16,202,18,0.08333333333333333,0.0,0.0,0.0,1.0,1.0282776349614395,0.24124895481858172,2,0.0,0.0,0.0,2,0.001072961373390558,0.001484975541579315,0.041666666666666664,2,0.03773584905660377,1.0,1.0389610389610389,0.28474739872574956,2
PatchNAS [tau],lisa_signs/vgg16,303,17,0.0196078431372549,0.0,0.0,0.0,1.0,1.0,0.0,1,0.0,0.0,0.0,1,0.000536480686695279,0.0007861635220125786,0.041666666666666664,1,0.018867924528301886,1.0,1.0,0.0,1
PatchNAS [tau],tt100k_signs/convnext_tiny,101,87,0.1672009233478499,0.0,0.0,0.0,0.9285714285714286,0.5609348914858097,-5.860790627034106,56,0.6363636363636364,0.5454545454545454,0.2727272727272727,11,0.0186148371201752,0.0513097437999208,1.0,36,0.3025210084033613,0.9117647058823529,0.7882636303919421,-2.848915059867574,136
PatchNAS [tau],tt100k_signs/convnext_tiny,202,85,0.2125199310493428,0.0,0.0,0.375,0.8285714285714286,0.6962785114045619,-4.197472139804754,70,0.6666666666666666,0.5555555555555556,0.2222222222222222,9,0.02340542020257323,0.0871937872662139,1.0,46,0.38333333333333336,0.8713450292397661,0.9084625259208058,-1.2977148986473281,171
PatchNAS [tau],tt100k_signs/convnext_tiny,303,84,0.23031916913495862,0.0,0.0,0.4407894736842105,0.8513513513513513,0.6419809698498222,-5.142031439502985,74,0.7777777777777778,0.5555555555555556,0.4444444444444444,9,0.02504790583082398,0.09637209897896698,1.0,43,0.3644067796610169,0.8961748633879781,0.8228877619366567,-2.566384137271263,183
PatchNAS [tau],tt100k_signs/densenet121,101,92,0.228706673498734,0.0,0.0,0.5,0.8348623853211009,0.6420545746388443,-5.51097751512684,109,0.631578947368421,0.47368421052631576,0.15789473684210525,19,0.02753319357092942,0.1128491024750526,1.0,53,0.4732142857142857,0.8020304568527918,1.0105825150157308,0.16353991627121844,197
PatchNAS [tau],tt100k_signs/densenet121,202,82,0.1891006012957233,0.0,0.0,0.3269230769230769,0.8648648648648649,0.6431201701156579,-5.15834048935733,111,0.55,0.4,0.25,20,0.029489867225716282,0.10149587072074143,1.0,60,0.5405405405405406,0.7393364928909952,1.1177867821713008,1.897400504826338,211
PatchNAS [tau],tt100k_signs/densenet121,303,86,0.22653659778047783,0.0,0.0,0.41758241758241754,0.8648648648648649,0.6018248883711901,-6.376795827215382,111,0.5555555555555556,0.3888888888888889,0.2222222222222222,18,0.028232005590496156,0.11289873759917968,1.0,52,0.46017699115044247,0.801980198019802,0.9928400954653938,-0.10994101414603424,202
PatchNAS [tau],tt100k_signs/resnet50,101,91,0.16950540302188655,0.0,0.0,0.1576923076923077,0.9014084507042254,0.5833965346245843,-5.903227592292826,71,0.4375,0.375,0.3125,16,0.025821596244131457,0.10515144453855962,1.0,54,0.46153846153846156,0.7593582887700535,1.0287673842636693,0.43373795651587244,187
PatchNAS [tau],tt100k_signs/resnet50,202,92,0.16412180814354727,0.0,0.0,0.03333333333333333,0.935064935064935,0.5160421808391294,-7.244498480344766,77,0.6923076923076923,0.6153846153846154,0.38461538461538464,13,0.02416459541563104,0.10123740478180861,1.0,60,0.5128205128205128,0.7257142857142858,1.1812767633016685,2.750107665072997,175
PatchNAS [tau],tt100k_signs/resnet50,303,89,0.1489848056768083,0.0,0.0,0.058823529411764705,0.9122807017543859,0.6296625829854219,-4.77695153837561,57,0.42857142857142855,0.21428571428571427,0.21428571428571427,14,0.02471692902513118,0.11158060949317666,1.0,58,0.5,0.7039106145251397,1.1246303747152069,1.8978646109401178,179
PatchNAS [tau],tt100k_signs/vgg16,101,100,0.10475144300144298,0.0,0.0,0.007575757575757576,0.9056603773584906,0.6745362563237775,-4.645063192505998,53,0.47619047619047616,0.23809523809523808,0.047619047619047616,21,0.02903225806451613,0.09651049672817204,1.0,64,0.5565217391304348,0.6618357487922706,1.1908638414662511,2.9081077841208156,207
PatchNAS [tau],tt100k_signs/vgg16,202,103,0.11927399281768215,0.0,0.0,0.0,0.967741935483871,0.5517572268201991,-6.493182507066543,62,0.47619047619047616,0.14285714285714285,0.14285714285714285,21,0.02482468443197756,0.1251786761148169,1.0,62,0.5299145299145299,0.6836158192090396,1.2296707655692185,3.3734133829001447,177
PatchNAS [tau],tt100k_signs/vgg16,303,102,0.12158010834481421,0.0,0.0,0.0,0.9333333333333333,0.5838350665936872,-6.0499485805349655,60,0.43478260869565216,0.2608695652173913,0.08695652173913043,23,0.025806451612903226,0.10203160661839082,1.0,58,0.5043478260869565,0.7119565217391305,1.1240854692572315,1.8455152204919258,184
WeightedRetrain [internal],gtsrb/convnext_tiny,101,25,0.8250555555555557,1.0,0.20000000000000018,0.11111111111111116,0.6323529411764706,0.8921330089213301,-4.634680911605275,204,1.0,1.0,1.0,12,0.0054319975402275286,0.0073016041333350615,0.2440944881889764,8,0.18604651162790697,1.0,0.31971225896692973,-8.117932179031087,53
